client_id,symbol,holding_period,total_proceeds_usd,total_cost_basis_usd,net_gain_loss_usd,disallowed_wash_sale_loss_usd,est_tax_liability_usd,lot_count
CL-1057,TEQ-NVDA,short_term,7558.9956,8948.1216,-1389.1260000000007,0.0,304.05516799999987,5
CL-1057,TREIT-A,short_term,4294.0661,4231.729,1631.6997000000001,1569.3626,522.1439040000001,5
CL-1058,TBOND-24,short_term,681.8363999999999,2653.893,-1972.0566,0.0,0.0,2
CL-1058,TCASH-USD,short_term,99.9025,150.2498,0.0,50.34729999999999,0.0,1
CL-1058,TEQ-MSFT,short_term,240.8697,4049.2635000000005,0.0,3808.3938000000003,0.0,3
CL-1058,TREIT-A,short_term,8046.114500000001,8917.337500000001,-47.42459999999994,823.7984000000014,49.763328,5
CL-1059,TBOND-24,short_term,2394.3227,749.3299000000001,1644.9928,0.0,526.397696,1
CL-1059,TEQ-MSFT,short_term,3800.2407000000003,4406.0724,29.145500000000084,634.9772,9.326560000000027,2
CL-1059,TEQ-NVDA,short_term,435.564,531.9490000000001,-96.38500000000005,0.0,0.0,1
CL-1059,TREIT-A,short_term,3495.6722,1564.6158000000003,1931.0563999999997,0.0,617.9380479999999,4
CL-1060,TCASH-USD,short_term,3493.9768,3928.9076000000005,-434.9308000000003,0.0,74.31286399999999,4
CL-1060,TCORP-HY,short_term,79.38649999999998,3557.3134999999997,0.0,3477.9269999999997,0.0,1
CL-1060,TEQ-MSFT,short_term,2980.7207,13814.097099999999,-4558.2726,6275.103799999999,0.0,3
CL-1060,TEQ-NVDA,short_term,554.0535,1773.8773,-1219.8238000000001,0.0,0.0,1
CL-1060,TREIT-A,short_term,1276.0237000000002,1284.4156000000003,-8.391900000000124,0.0,160.21174399999998,4
CL-1061,TBOND-24,short_term,4085.6740000000004,3598.9068,486.7672000000003,0.0,345.39852800000006,4
CL-1061,TCASH-USD,short_term,4811.966700000001,4159.2322,1327.5786000000003,674.8441000000003,424.82515200000006,3
CL-1061,TCORP-HY,short_term,1085.3310000000001,70.551,1014.7800000000001,0.0,324.72960000000006,1
CL-1061,TREIT-A,short_term,1451.422,524.772,926.65,0.0,296.528,1
CL-1062,TBOND-24,short_term,9721.906299999999,10520.1675,1517.1193000000003,2315.3805,539.891744,6
CL-1062,TCASH-USD,short_term,1089.0705,431.36699999999996,657.7035000000001,0.0,210.46512000000004,1
CL-1062,TCORP-HY,short_term,1749.2244,820.2348,928.9896000000001,0.0,297.276672,1
CL-1062,TEQ-MSFT,short_term,7103.9495,6162.9611,1026.9064000000003,85.91800000000012,527.7724160000001,8
CL-1062,TREIT-A,short_term,1814.7979999999998,3835.9166999999998,-2021.1187,0.0,0.0,3
CL-1063,TBOND-24,short_term,2362.9977,2073.4268,289.57089999999994,0.0,187.417152,3
CL-1063,TCASH-USD,short_term,708.304,1814.5171,-1106.2131,0.0,138.402528,3
CL-1063,TCORP-HY,short_term,868.9616,887.5152,0.0,18.553600000000074,0.0,1
CL-1063,TEQ-MSFT,short_term,2506.1130999999996,3620.7060999999994,0.0,1114.5929999999998,0.0,1
CL-1064,TBOND-24,short_term,12986.3439,9018.0135,3968.3304000000007,0.0,1269.8657280000002,1
CL-1064,TCASH-USD,short_term,50.989399999999996,109.8091,0.0,58.819700000000005,0.0,1
CL-1064,TEQ-MSFT,long_term,6408.1404,7207.5078,-799.3674000000001,0.0,0.0,1
CL-1064,TEQ-MSFT,short_term,2972.4103000000005,4136.9518,-707.5017999999998,457.03970000000004,32.79232000000004,3
CL-1064,TEQ-NVDA,short_term,9922.7153,11285.8499,-574.6410000000003,788.4935999999998,563.8874559999999,11
CL-1065,TBOND-24,short_term,15624.6614,16845.5652,2783.7818,4004.6856000000002,1011.3539840000001,6
CL-1065,TCORP-HY,short_term,2630.417,1741.6576000000002,953.0279999999998,64.2686000000001,304.9689599999999,3
CL-1065,TEQ-MSFT,short_term,2317.0275999999994,3776.2429,-1459.2153000000003,0.0,143.903552,4
CL-1065,TEQ-NVDA,short_term,10098.7729,12156.5514,0.0,2057.7784999999994,0.0,3
CL-1066,TBOND-24,short_term,457.14309999999995,3506.9124999999995,-3049.7693999999997,0.0,0.0,2
CL-1066,TCASH-USD,short_term,824.3235000000001,1266.2649999999999,-441.9414999999998,0.0,0.0,1
CL-1066,TCORP-HY,long_term,303.10200000000003,253.40850000000003,49.6935,0.0,8.94483,1
CL-1066,TCORP-HY,short_term,6279.076,3845.7990000000004,2433.2769999999996,0.0,778.6486399999999,3
CL-1066,TEQ-MSFT,short_term,3994.7638,7758.192600000001,552.4567999999998,4315.8856000000005,176.78617599999995,4
CL-1066,TREIT-A,short_term,1169.7927,6815.4528,-4897.4400000000005,748.2201,0.0,2
CL-1067,TBOND-24,short_term,3443.5820000000003,2755.0194,688.5626000000002,0.0,220.34003200000006,1
CL-1067,TCORP-HY,short_term,6882.756,10051.5738,-1114.9678999999996,2053.8498999999997,16.89459200000001,6
CL-1067,TEQ-MSFT,short_term,1798.888,1973.0846,523.8386,698.0352,220.77696,4
CL-1067,TEQ-NVDA,short_term,1419.3396,192.61560000000003,1226.724,0.0,392.55168,1
CL-1067,TREIT-A,short_term,2864.9656,990.6627,1874.3029000000001,0.0,599.7769280000001,3
CL-1068,TCASH-USD,short_term,6299.8022,2781.2371999999996,3518.5649999999996,0.0,1125.9408,2
CL-1068,TCORP-HY,short_term,5746.8454,6742.0926,-148.69939999999974,846.5477999999998,334.72051200000004,7
CL-1068,TEQ-MSFT,short_term,2960.2116,2973.3914999999997,-13.179899999999861,0.0,8.577632000000012,2
CL-1068,TREIT-A,short_term,4766.9292,1270.3702,3496.5589999999993,0.0,1118.8988799999997,1
CL-1069,TBOND-24,short_term,2299.2661999999996,1484.3520999999998,814.9140999999997,0.0,260.7725119999999,1
CL-1069,TCASH-USD,short_term,2873.8705,3848.2547999999997,0.0,974.3843000000002,0.0,2
CL-1069,TCORP-HY,short_term,1416.3953999999999,3338.826,-1922.4306000000001,0.0,0.0,1
CL-1069,TEQ-MSFT,short_term,6637.824200000001,1403.571,5234.2532,0.0,1674.9610240000002,3
CL-1069,TREIT-A,short_term,734.9275999999999,296.8845,438.04309999999987,0.0,140.17379199999996,1
CL-1070,TBOND-24,short_term,1244.7918000000002,7481.3382,-6236.5464,0.0,0.0,1
CL-1070,TCORP-HY,short_term,1750.1699999999998,2275.8338999999996,-525.6638999999998,0.0,0.0,1
CL-1070,TEQ-MSFT,short_term,9501.194200000002,5934.8157,3566.3785000000007,0.0,1141.2411200000001,3
CL-1070,TEQ-NVDA,short_term,1296.636,381.34139999999996,915.2946,0.0,292.894272,1
CL-1070,TREIT-A,short_term,496.72,379.26,117.46000000000004,0.0,37.58720000000001,1
CL-1071,TBOND-24,short_term,14189.0088,7525.149399999999,7050.866099999999,387.0067,2256.2771519999997,6
CL-1071,TCASH-USD,short_term,757.8492,314.6568,443.1924,0.0,141.821568,1
CL-1071,TCORP-HY,short_term,43.6536,562.8872,-519.2336,0.0,0.0,1
CL-1071,TEQ-MSFT,short_term,2766.4938,1091.1845,1675.3093000000001,0.0,536.098976,1
CL-1071,TEQ-NVDA,short_term,2138.9508,2433.1137,-294.1628999999999,0.0,33.02003200000003,3
CL-1072,TBOND-24,short_term,1053.7229,43.8976,1009.8253,0.0,323.144096,1
CL-1072,TCORP-HY,short_term,1114.9894000000002,1038.0846,76.90480000000025,0.0,24.60953600000008,1
CL-1072,TEQ-MSFT,short_term,1793.0912,3004.2094,-1211.1182000000001,0.0,216.12099200000006,2
CL-1072,TEQ-NVDA,short_term,3359.5485,1317.5526000000002,2041.9958999999997,0.0,653.438688,1
CL-1072,TREIT-A,short_term,2995.1382,7093.620599999999,-4098.482399999999,0.0,0.0,1
CL-1073,TBOND-24,short_term,1552.6768000000002,7072.8886,0.0,5520.2118,0.0,4
CL-1073,TCASH-USD,short_term,81.60399999999998,367.48249999999996,-285.8785,0.0,0.0,1
CL-1073,TCORP-HY,short_term,2480.9903,872.6406,1608.3497,0.0,514.671904,2
CL-1073,TEQ-NVDA,short_term,3474.666,1573.182,1901.4840000000002,0.0,608.4748800000001,1
CL-1073,TREIT-A,short_term,1088.937,1194.531,100.60119999999995,206.1952,32.19238399999998,2
CL-1074,TBOND-24,short_term,2287.8555,3127.04,-839.1844999999998,0.0,0.0,2
CL-1074,TEQ-MSFT,short_term,9169.427,6415.8166,2753.6103999999996,0.0,881.1553279999998,2
CL-1074,TEQ-NVDA,short_term,4632.123,5573.2045,-941.0815000000002,0.0,0.0,3
CL-1074,TREIT-A,short_term,576.9972,317.5146,259.48260000000005,0.0,83.03443200000002,1
CL-1075,TBOND-24,short_term,89.88780000000001,713.8854,0.0,623.9976,0.0,1
CL-1075,TREIT-A,short_term,81.302,119.6846,-38.3826,0.0,0.0,1
CL-1076,TBOND-24,short_term,1437.9470999999999,2664.8043,-384.30780000000004,842.5493999999999,0.0,3
CL-1076,TCASH-USD,short_term,3996.1129,1001.913,2994.1998999999996,0.0,958.143968,4
CL-1076,TCORP-HY,short_term,2723.5054,2841.3217,153.9552000000001,271.77150000000006,49.26566400000004,2
CL-1076,TEQ-MSFT,short_term,5665.126499999999,484.7215,5180.405,0.0,1657.7296,3
CL-1076,TEQ-NVDA,short_term,7.189,18.122600000000002,0.0,10.933600000000002,0.0,1
CL-1076,TREIT-A,short_term,8624.5035,6812.3362,2807.5409,995.3735999999999,898.413088,3
CL-1077,TBOND-24,short_term,106.49600000000001,791.5776,0.0,685.0816,0.0,1
CL-1077,TCASH-USD,short_term,4829.8974,1115.0243,4403.6332,688.7601,1409.162624,3
CL-1077,TEQ-MSFT,short_term,913.962,564.9588,349.0032,0.0,111.681024,1
CL-1077,TREIT-A,short_term,39.0096,100.772,-61.76240000000001,0.0,0.0,1
CL-1078,TBOND-24,short_term,408.543,500.20410000000004,132.5937,224.25480000000002,42.429984000000005,2
CL-1078,TCASH-USD,short_term,1935.6016,877.7827000000001,1057.8188999999998,0.0,338.50204799999995,1
CL-1078,TREIT-A,short_term,1942.7808,719.5467,1223.2341000000001,0.0,391.43491200000005,1
CL-1079,TBOND-24,short_term,8388.924200000001,12955.7703,-554.8496999999988,4011.9963999999995,0.0,2
CL-1079,TCASH-USD,short_term,4674.002100000001,1494.9497999999999,3179.0523,0.0,1017.296736,4
CL-1079,TCORP-HY,short_term,2100.3982,886.6451999999999,1213.7530000000002,0.0,388.4009600000001,2
CL-1079,TEQ-NVDA,short_term,2291.4098999999997,1349.3178,1265.8464,323.7543,405.07084799999996,2
CL-1079,TREIT-A,short_term,2141.2512,1141.8,999.4512000000002,0.0,319.82438400000007,1
CL-1080,TBOND-24,short_term,556.2345,3503.7315000000003,-2318.864,628.633,0.0,2
CL-1080,TCASH-USD,short_term,3391.7400000000002,1388.8709999999999,2002.8690000000004,0.0,640.9180800000001,1
CL-1080,TCORP-HY,short_term,1233.6073000000001,77.21790000000001,1156.3894,0.0,370.04460800000004,1
CL-1080,TEQ-MSFT,short_term,6865.446600000001,7583.563999999999,1158.0019000000007,1876.1192999999994,370.56060800000023,4
CL-1080,TEQ-NVDA,short_term,5241.6944,8522.8333,32.83549999999968,3313.9744,23.107647999999898,3
CL-1081,TBOND-24,short_term,5960.3588,4209.185599999999,1751.1732000000004,0.0,560.3754240000001,2
CL-1081,TEQ-MSFT,short_term,3395.9336,2951.4575999999997,444.4760000000001,0.0,142.23232000000004,3
CL-1081,TEQ-NVDA,short_term,810.2727,1580.8878,0.0,770.6151,0.0,1
CL-1081,TREIT-A,short_term,1684.8402,60.702600000000004,1624.1376000000002,0.0,519.7240320000001,2
CL-1082,TCASH-USD,short_term,4419.8164,3156.979,1262.8374000000001,0.0,404.107968,2
CL-1082,TCORP-HY,short_term,1636.0729000000001,719.1835,916.8894000000001,0.0,293.40460800000005,1
CL-1082,TEQ-MSFT,short_term,1170.9656,1649.2567000000001,-99.50000000000011,378.7911000000001,0.0,2
CL-1082,TREIT-A,short_term,4381.919599999999,4412.0939,-30.17430000000013,0.0,218.40928000000002,4
CL-1083,TBOND-24,short_term,9673.8927,382.1103,9291.7824,0.0,2973.370368,1
CL-1083,TCORP-HY,short_term,3596.8752000000004,1634.688,1962.1872000000003,0.0,627.8999040000001,2
CL-1083,TEQ-MSFT,short_term,9135.2408,2989.9381000000003,6145.302699999999,0.0,1966.4968639999997,2
CL-1083,TREIT-A,short_term,3861.4299,982.6056,2878.8243,0.0,921.223776,4
CL-1084,TCASH-USD,short_term,4044.6399999999994,5396.271000000001,-1351.6310000000008,0.0,408.98479999999995,3
CL-1084,TCORP-HY,short_term,1864.9319999999998,3568.6495999999997,-130.0208,1573.6968,0.0,2
CL-1084,TEQ-NVDA,short_term,2215.4658,3616.1699999999996,0.0,1400.7041999999997,0.0,2
CL-1084,TREIT-A,short_term,1748.1588000000002,4613.8463,71.82719999999995,2937.5147,22.984703999999983,2
CL-1085,TBOND-24,short_term,10284.184000000001,283.47659999999996,10000.7074,0.0,3200.226368,4
CL-1085,TCASH-USD,short_term,1540.6988,2531.9064,-79.959,911.2485999999999,0.0,3
CL-1085,TEQ-MSFT,short_term,4362.339,1235.8084000000001,3126.5305999999996,0.0,1000.4897919999999,3
CL-1085,TEQ-NVDA,short_term,3205.7336999999993,3703.7169,-497.9832,0.0,327.86150399999997,3
CL-1085,TREIT-A,short_term,4759.67,3063.573,2595.8475,899.7505000000001,830.6712,2
CL-1086,TBOND-24,long_term,2313.0735,4307.1795,0.0,1994.1060000000002,0.0,1
CL-1086,TCASH-USD,short_term,2267.2832,3412.9424,0.0,1145.6592,0.0,2
CL-1086,TCORP-HY,short_term,3868.0081999999998,2962.024,905.9841999999999,0.0,913.1372799999999,4
CL-1086,TEQ-MSFT,short_term,3017.9260999999997,4063.9961000000003,-864.8146000000002,181.25540000000024,0.0,2
CL-1086,TEQ-NVDA,short_term,2821.1456,3124.0241000000005,-302.8785000000004,0.0,6.7630080000000055,3
CL-1086,TREIT-A,short_term,1663.0174,2514.127,-851.1096,0.0,0.0,1
CL-1087,TBOND-24,short_term,374.1936,353.2632,20.93040000000002,0.0,6.697728000000007,1
CL-1087,TCASH-USD,short_term,2198.1762,2751.0735999999997,-552.8973999999998,0.0,0.0,1
CL-1087,TCORP-HY,short_term,1531.6839,2435.0027999999998,-903.3188999999999,0.0,0.0,2
CL-1087,TEQ-MSFT,short_term,2272.5135999999998,1457.9888,814.5247999999997,0.0,260.6479359999999,1
CL-1087,TEQ-NVDA,short_term,685.4554,4828.8275,-4143.3721000000005,0.0,0.0,2
CL-1087,TREIT-A,short_term,3237.8046000000004,3520.5433999999996,-282.7387999999993,0.0,130.5184960000002,4
CL-1088,TBOND-24,short_term,891.476,1182.7168,0.0,291.2407999999999,0.0,1
CL-1088,TCASH-USD,short_term,174.72,207.15650000000002,73.32849999999999,105.765,23.46512,2
CL-1088,TEQ-NVDA,short_term,154.79919999999998,432.89680000000004,0.0,278.09760000000006,0.0,1
CL-1088,TREIT-A,short_term,2167.3376,1222.5072,944.8303999999998,0.0,302.34572799999995,1
CL-1089,TBOND-24,short_term,43.300900000000006,2377.5923000000003,-2334.2914,0.0,0.0,1
CL-1089,TEQ-MSFT,short_term,2347.2595999999994,5329.1847,-2981.9251000000004,0.0,61.73081599999999,6
CL-1089,TREIT-A,short_term,67.9916,554.8204,-486.82879999999994,0.0,0.0,1
CL-1090,TBOND-24,short_term,387.92879999999997,316.2908,71.63799999999998,0.0,22.924159999999993,1
CL-1090,TCASH-USD,short_term,11900.4599,11522.903199999999,1540.0415000000005,1162.4847999999993,492.8132800000002,4
CL-1090,TEQ-NVDA,short_term,1498.0436,1537.841,184.37010000000004,224.16750000000002,59.42003200000001,3
CL-1091,TBOND-24,short_term,7661.3398,4182.2263,3479.1135,0.0,1113.31632,3
CL-1091,TCASH-USD,short_term,597.5859999999999,682.9987999999998,-85.41279999999995,0.0,0.0,1
CL-1091,TCORP-HY,short_term,3566.4859000000006,3952.8886,944.5685000000001,1330.9712,302.26192000000003,4
CL-1091,TEQ-NVDA,short_term,1670.8126,1245.5598,425.2528,0.0,136.080896,1
CL-1091,TREIT-A,short_term,463.6315000000001,481.2677,-17.636199999999917,0.0,0.0,1
CL-1092,TBOND-24,short_term,38.6104,533.783,0.0,495.1726,0.0,1
CL-1092,TCASH-USD,short_term,986.3634999999999,224.9516,761.4119,0.0,243.651808,2
CL-1092,TCORP-HY,short_term,26.315400000000004,1563.8814000000002,-1537.5660000000003,0.0,0.0,1
CL-1092,TEQ-MSFT,short_term,22484.3901,24730.2653,-758.8992999999987,1486.9759000000001,383.4714560000004,6
CL-1092,TREIT-A,short_term,5208.764400000001,3868.9277,1454.1117000000004,114.27500000000003,483.7809600000001,3
CL-1093,TBOND-24,short_term,15711.4455,9268.321499999998,6443.124,0.0,2606.778624,7
CL-1093,TCASH-USD,short_term,718.3596,442.666,275.6936,0.0,88.221952,1
CL-1093,TCORP-HY,short_term,1220.2495999999999,2116.6104,-885.9608000000001,10.400000000000091,0.0,2
CL-1093,TEQ-NVDA,short_term,3335.082,1141.6882,2193.3938,0.0,707.5695999999999,3
CL-1093,TREIT-A,short_term,3457.4230999999995,4020.3632,116.0607,679.0007999999999,37.139424,3
CL-1094,TBOND-24,short_term,5345.0425,6842.164199999999,-981.8717999999999,515.2499,30.350495999999985,4
CL-1094,TEQ-NVDA,short_term,2628.158,2992.7508,956.4632000000001,1321.0560000000003,306.06822400000004,4
CL-1095,TBOND-24,short_term,1812.7985,1129.584,683.2145,0.0,218.62864000000002,1
CL-1095,TCASH-USD,short_term,1715.2212000000002,2089.2172,-373.99599999999987,0.0,0.0,1
CL-1095,TCORP-HY,short_term,229.49520000000004,242.69520000000003,0.0,13.199999999999989,0.0,1
CL-1095,TEQ-MSFT,short_term,11409.2454,7169.8505000000005,4683.1548999999995,443.76000000000005,1498.609568,6
CL-1095,TREIT-A,short_term,1386.1154999999999,3384.7715000000003,-534.248,1464.4080000000004,0.0,2
CL-1096,TCORP-HY,short_term,1905.5346000000002,1013.9454000000001,891.5892000000001,0.0,285.30854400000004,2
CL-1096,TEQ-MSFT,short_term,1672.7043999999999,2928.8251,243.6434999999999,1499.7642,77.96591999999997,2
CL-1096,TEQ-NVDA,short_term,6359.2871,588.351,5770.9361,0.0,1846.699552,4
CL-1096,TREIT-A,short_term,710.2497999999999,777.1465,-66.89670000000001,0.0,0.0,1
CL-1097,TCASH-USD,short_term,3017.5573000000004,3278.99,-261.4326999999996,0.0,40.33075200000007,3
CL-1097,TCORP-HY,short_term,1249.2047000000002,1053.9852,195.21950000000015,0.0,123.06384000000006,2
CL-1097,TEQ-NVDA,short_term,7984.8407,5757.323899999999,2430.2084999999997,202.69170000000008,830.016416,4
CL-1098,TCORP-HY,short_term,9016.0035,16253.497000000001,7.97999999999999,7245.473500000001,2.5535999999999968,4
CL-1098,TEQ-MSFT,short_term,10349.6705,3100.2003999999997,7249.4701,0.0,2319.8304319999997,6
CL-1098,TEQ-NVDA,short_term,2932.4087,1322.9307999999999,1609.4779000000003,0.0,515.0329280000001,2
CL-1098,TREIT-A,short_term,745.8228,392.8134,353.0094,0.0,112.96300800000002,1
CL-1099,TCASH-USD,short_term,3242.042,5219.1123,-1672.1607999999999,304.9095,0.0,3
CL-1099,TEQ-MSFT,short_term,5104.9414,2001.719,3103.2223999999997,0.0,993.0311679999999,2
CL-1099,TEQ-NVDA,short_term,725.2798,837.6956,-16.19500000000002,96.2208,0.0,2
CL-1099,TREIT-A,short_term,2468.2064,2686.4827,-218.2763,0.0,0.0,1
CL-1100,TBOND-24,short_term,566.389,2211.8280999999997,-1125.5241,519.915,0.0,2
CL-1100,TCASH-USD,short_term,2851.864,3721.1148000000003,-869.2508,0.0,3.993600000000006,3
CL-1100,TCORP-HY,short_term,1555.4789999999998,885.7688999999999,669.7100999999999,0.0,214.30723199999997,1
CL-1100,TEQ-MSFT,short_term,967.6768,479.2025,488.4743,0.0,156.311776,2
CL-1100,TEQ-NVDA,short_term,5920.7498000000005,3847.5607,2073.1891000000005,0.0,663.4205120000001,1
CL-1100,TREIT-A,short_term,9565.1316,10221.7508,5017.2886,5673.9078,1605.532352,5
CL-1101,TCASH-USD,short_term,1554.6399000000001,1416.6081,138.03180000000015,0.0,95.98214400000005,2
CL-1101,TEQ-NVDA,short_term,9916.3932,680.7512,9235.642,0.0,2955.40544,5
CL-1101,TREIT-A,short_term,913.1505999999999,287.7604,625.3901999999999,0.0,200.12486399999997,1
CL-1102,TBOND-24,short_term,2998.8377,467.7969,2531.0408000000007,0.0,809.9330560000002,2
CL-1102,TCASH-USD,short_term,1031.94,484.73100000000005,547.2090000000001,0.0,175.10688000000002,1
CL-1102,TCORP-HY,short_term,313.9965,593.7165000000001,-279.7200000000001,0.0,0.0,1
CL-1102,TEQ-MSFT,short_term,1063.0437,2259.5069000000003,0.0,1196.4632000000001,0.0,2
CL-1102,TEQ-NVDA,short_term,6411.782699999999,5557.714,1543.5342999999993,689.4656000000004,493.9309759999998,5
CL-1102,TREIT-A,short_term,494.28150000000005,455.36550000000005,38.916,0.0,12.453119999999998,1
CL-1103,TBOND-24,short_term,6209.675799999999,8457.747,-2248.0711999999994,0.0,40.61024,4
CL-1103,TCASH-USD,short_term,3711.5087000000008,4940.790800000001,718.0029000000004,1947.2849999999999,229.76092800000015,3
CL-1103,TCORP-HY,short_term,1435.8833,2445.2003999999997,-1009.3170999999998,0.0,0.0,1
CL-1103,TEQ-MSFT,short_term,2037.4272,2628.5391999999997,-591.1119999999996,0.0,0.0,1
CL-1104,TBOND-24,short_term,1694.6796000000002,3916.1423999999997,-2221.4627999999993,0.0,0.0,1
CL-1104,TCASH-USD,short_term,588.8258,7221.303999999999,-6632.4782,0.0,0.0,2
CL-1104,TCORP-HY,short_term,434.83320000000003,382.2678,52.56540000000001,0.0,16.820928000000002,1
CL-1104,TEQ-MSFT,short_term,1138.3428999999999,288.9318,849.4110999999998,0.0,271.81155199999995,1
CL-1104,TEQ-NVDA,short_term,2704.5442,2574.0672999999997,130.47690000000011,0.0,122.12009599999998,3
CL-1105,TCASH-USD,short_term,9352.9071,10659.5936,-115.40130000000022,1191.2852,315.30265599999984,6
CL-1105,TCORP-HY,short_term,3451.8106,1444.0053,2184.5962,176.7909,699.070784,4
CL-1105,TEQ-MSFT,short_term,757.6589999999999,1285.9113,-528.2523000000001,0.0,109.44912,2
CL-1105,TEQ-NVDA,short_term,239.1351,361.30230000000006,0.0,122.16720000000007,0.0,1
CL-1105,TREIT-A,short_term,1811.3896,3218.8199999999997,-1407.4303999999997,0.0,112.79475200000002,3
CL-1106,TBOND-24,short_term,1546.1742,2680.0676000000003,-1133.8934,0.0,38.01734399999997,2
CL-1106,TCASH-USD,short_term,2333.6679999999997,2442.92,-109.25200000000018,0.0,180.00447999999997,2
CL-1106,TCORP-HY,short_term,4486.755,5315.3099999999995,-828.5549999999994,0.0,0.0,1
CL-1106,TEQ-NVDA,short_term,13.9308,642.8847999999999,0.0,628.954,0.0,1
CL-1106,TREIT-A,short_term,344.91599999999994,567.8145,0.0,222.8985,0.0,1
CL-1107,TBOND-24,short_term,843.7512,3945.1875,-2111.7664,989.6698999999999,0.0,3
CL-1107,TCORP-HY,short_term,5195.541,12138.9614,-5997.2444,946.1759999999999,0.0,4
CL-1107,TREIT-A,short_term,951.2787,1019.5266,0.0,68.24790000000007,0.0,1
CL-1108,TBOND-24,short_term,121.13010000000001,4170.6974,-4049.5673,0.0,0.0,2
CL-1108,TCASH-USD,short_term,8482.7849,8938.6508,-455.8658999999998,0.0,768.745152,4
CL-1108,TCORP-HY,short_term,1338.197,2188.8756,-780.2367999999998,70.44180000000006,0.0,2
CL-1108,TREIT-A,short_term,3819.8858,5491.3794,-253.90559999999994,1417.5880000000002,7.0485759999999935,4
CL-1109,TBOND-24,short_term,88.9817,474.5093,-385.5276,0.0,0.0,1
CL-1109,TCASH-USD,short_term,1460.1170000000002,4644.1633,-3184.0463,0.0,220.64784000000003,2
CL-1109,TCORP-HY,short_term,7868.8013,6756.3496000000005,1112.4516999999996,0.0,864.663104,3
CL-1109,TEQ-MSFT,short_term,43.076499999999996,999.1424999999999,-956.0659999999999,0.0,0.0,1
CL-1109,TEQ-NVDA,short_term,3047.0420000000004,4376.366,-1329.3239999999998,0.0,62.479872000000036,2
CL-1109,TREIT-A,short_term,6725.9439999999995,8154.8045,1856.290299999999,3285.1508,616.3563199999998,4
CL-1110,TBOND-24,short_term,205.8615,92.25900000000001,113.60249999999999,0.0,36.352799999999995,1
CL-1110,TCASH-USD,short_term,4145.43,987.7035,3157.7265,0.0,1093.29728,3
CL-1110,TCORP-HY,short_term,8495.3176,12264.695200000002,-224.23680000000002,3545.1408,0.0,3
CL-1110,TEQ-MSFT,short_term,1000.5726000000001,1140.4419,0.0,139.86929999999995,0.0,1
CL-1110,TEQ-NVDA,short_term,4187.0448,1859.9139,2327.1309,0.0,744.6818880000001,2
CL-1110,TREIT-A,short_term,1534.3552000000004,1871.3929,-337.0376999999995,0.0,206.64531200000005,3
CL-1111,TCASH-USD,short_term,8078.7338,6243.480800000001,1835.2529999999986,0.0,1220.475008,5
CL-1111,TEQ-MSFT,short_term,5122.041,3459.3678,1662.6732000000002,0.0,532.0554240000001,4
CL-1111,TEQ-NVDA,short_term,3532.4413,4075.488,-543.0466999999999,0.0,260.928704,3
CL-1111,TREIT-A,short_term,8667.7791,3492.7176999999997,5175.0614000000005,0.0,1671.9809280000002,3
CL-1112,TEQ-MSFT,short_term,7109.1937,8890.9718,-1781.7780999999995,0.0,0.0,2
CL-1112,TREIT-A,short_term,2155.5084,3113.2563,-957.7478999999998,0.0,0.0,1
CL-1113,TCASH-USD,short_term,3325.8064,1412.6252,1913.1812,0.0,612.217984,1
CL-1113,TCORP-HY,short_term,8625.176,12021.665,-1296.2018000000003,2100.2871999999998,2.7680640000000234,5
CL-1113,TEQ-MSFT,short_term,3471.875,4286.1515,214.60539999999992,1028.8819000000003,69.493952,4
CL-1113,TEQ-NVDA,short_term,1427.6184,2911.102,-886.962,596.5216,0.0,3
CL-1113,TREIT-A,short_term,8578.3665,6539.197700000001,2039.1688,0.0,718.2600319999999,4
CL-1114,TBOND-24,short_term,1169.3888000000002,1462.1632000000002,-292.7744,0.0,0.0,1
CL-1114,TCORP-HY,short_term,3818.5123000000003,3930.1126,153.49059999999997,265.0908999999997,49.11699199999999,3
CL-1114,TEQ-MSFT,short_term,11211.0204,10855.6953,991.9753999999997,636.6503000000002,569.0076479999999,8
CL-1114,TEQ-NVDA,short_term,4878.451999999999,4374.8099,1433.0276999999996,929.3856,458.5688639999999,2
CL-1115,TBOND-24,short_term,2707.0414,985.1429,1805.459,83.56050000000002,577.74688,2
CL-1115,TCORP-HY,short_term,2624.9925000000003,3698.3152,0.0,1073.3227,0.0,2
CL-1115,TEQ-NVDA,short_term,5607.977100000001,2536.6857,3071.2914,0.0,982.813248,3
CL-1115,TREIT-A,short_term,1293.1836,2459.6913,-1166.5076999999997,0.0,21.413376000000024,2
CL-1116,TBOND-24,short_term,212.212,2227.6618,0.0,2015.4497999999999,0.0,5
CL-1116,TCORP-HY,short_term,650.9884000000001,63.706,587.2824,0.0,187.93036800000002,1
CL-1116,TEQ-NVDA,short_term,718.0797,1220.2416,-502.16190000000006,0.0,0.0,1
CL-1116,TREIT-A,short_term,3251.5695,3552.8922000000002,-301.32270000000017,0.0,0.0,1
CL-1117,TEQ-MSFT,short_term,1567.1234000000002,898.5812,668.5422000000002,0.0,213.93350400000008,1
CL-1117,TEQ-NVDA,short_term,3802.7216,2842.636,1913.314,953.2284000000001,738.60736,4
CL-1117,TREIT-A,short_term,1131.6668,2435.2688,0.0,1303.6019999999999,0.0,2
CL-1118,TCORP-HY,short_term,3784.9725,2105.01,1679.9624999999999,0.0,614.196,2
